,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SwingHigh,SwingLow,Trend,AdjSwingHigh,AdjSwingLow,level_0,level_38,level_50,level_61,level_78,level_100,level_127,level_161,level_261,val,diff,FibonacciLevels
0,2021-03-17,214.05767511775667,214.82577018701176,204.9845896533051,206.2327423095703,17070297,0.0,0,214.82577018701176,182.51791076357787,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.9845896533051,0.0,214.82577018701176
1,2021-03-18,208.77705251081807,211.41736937659115,202.7763323613338,206.28076171875,17966016,0.0,0,214.82577018701176,182.51791076357787,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.7763323613338,0.0,211.41736937659115
2,2021-03-19,204.0244781458696,209.3051116978804,199.46393098731488,206.664794921875,26324176,0.0,0,214.82577018701176,182.51791076357787,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.46393098731488,0.0,209.3051116978804
3,2021-03-22,208.1049710952383,209.545143905586,203.73644397381128,204.74456787109372,15774618,0.0,0,214.82577018701176,182.51791076357787,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.73644397381128,0.0,209.545143905586
4,2021-03-23,205.8007013058371,207.38488554366188,202.7283209109598,204.26451110839844,16778279,0.0,0,214.82577018701176,182.51791076357787,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.7283209109598,0.0,207.38488554366188
5,2021-03-24,203.54441430316257,203.9284545078076,193.94326268508885,195.09539794921875,16996355,0.0,0,214.82577018701176,182.51791076357787,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.94326268508885,0.0,203.9284545078076
6,2021-03-25,195.3834423967469,195.76748261508996,185.8783078159022,187.7985382080078,21311729,0.0,0,214.82577018701176,182.51791076357787,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.8783078159022,0.0,195.76748261508996
7,2021-03-26,190.77488068652303,194.56733266481532,188.75864762664105,190.05479431152344,14934595,0.0,0,214.82577018701176,182.51791076357787,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.75864762664105,0.0,194.56733266481532
8,2021-03-30,192.98315820425887,192.98315820425887,185.39825386625927,188.2305908203125,10655953,0.0,0,214.82577018701176,182.51791076357787,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.39825386625927,0.0,192.98315820425887
9,2021-03-31,188.1825705957777,193.12715778961947,185.49424522865615,188.66262817382807,13580819,0.0,0,214.82577018701176,182.51791076357787,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.49424522865615,0.0,193.12715778961947
10,2021-04-01,192.07104308589413,197.3036678431804,188.4706111909456,196.4875640869141,14256246,0.0,0,214.82577018701176,182.51791076357787,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.4706111909456,0.0,197.3036678431804
11,2021-04-05,195.8635065771379,196.63160168983248,182.51791076357787,185.686279296875,15741065,0.0,0,214.82577018701176,182.51791076357787,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.51791076357787,0.0,196.63160168983248
12,2021-04-06,186.74240133392237,189.71876423325563,184.67815957000064,187.3664703369141,8314592,0.0,0,214.82577018701176,182.51791076357787,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.67815957000064,0.0,189.71876423325563
13,2021-04-07,188.3746041210497,190.4868546849576,186.6944024781374,187.89454650878903,9593988,0.0,0,190.4868546849576,148.04976475881932,-1,214.82577018701176,148.04976475881932,214.82577018701176,189.31733611344225,181.43776747291554,173.55819883238883,162.3398299204525,148.04976475881932,130.02024329320736,106.78219340419639,40.00618797600396,186.6944024781374,66.77600542819243,190.4868546849576
14,2021-04-08,188.9506666095733,189.4307241900599,182.9979555415781,183.6220245361328,15539748,0.0,0,190.4868546849576,148.04976475881932,-1,214.82577018701176,148.04976475881932,214.82577018701176,189.31733611344225,181.43776747291554,173.55819883238883,162.3398299204525,148.04976475881932,130.02024329320736,106.78219340419639,40.00618797600396,182.9979555415781,66.77600542819243,189.4307241900599
